18:56:21.364 | Info | '/transaction/donationinitiate' | 
19:44:15.880 | Info | '/transaction/donationinitiate' | 
19:46:09.243 | Info | '/transaction/donationinitiate' | 
20:09:38.666 | Info | '/transaction/donationinitiate' | 
20:11:02.484 | Info | '/transaction/donationinitiate' | 
20:37:36.469 | Info | ({'message':'You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near \'table donations set status=\'2\' where secondaryOrderId=\'1273\'\' at line 1','code':'ER_PARSE_ERROR','errno':1064,'sqlState':'42000','sqlMessage':'You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near \'table donations set status=\'2\' where secondaryOrderId=\'1273\'\' at line 1'}) | 
20:45:09.729 | Info | '/transaction/donationinitiate' | 
20:45:13.828 | Info | '/transaction/donationinitiate' | 
20:59:36.037 | Info | '/transaction/donationinitiate' | 
20:59:37.626 | Info | '/transaction/donationinitiate' | 
