16:46:35.955 | Info | '/api/user/login' | 
16:46:36.804 | Info | '/transaction/getuserpermissions' | 
16:46:36.929 | Info | '/transaction/myprofile' | 
16:46:37.437 | Info | '/transaction/myrequests' | 
16:46:37.557 | Info | '/transaction/mycollections' | 
16:46:37.580 | Info | '/transaction/getuserpermissions' | 
16:46:37.662 | Info | '/transaction/myrequests' | 
16:46:37.775 | Info | '/transaction/mycollections' | 
16:46:37.785 | Info | '/transaction/myprofile' | 
16:46:37.790 | Info | '/transaction/myprofile' | 
16:46:37.794 | Info | '/transaction/myprofile' | 
16:46:47.504 | Info | '/transaction/getcollection' | 
16:46:47.590 | Info | '/transaction/getcollection' | 
16:46:50.389 | Info | '/transaction/getcollection' | 
16:46:52.449 | Info | '/transaction/getcollection' | 
16:49:22.382 | Info | '/transaction/getarea' | 
16:49:22.455 | Info | '/transaction/getpaymentmethods' | 
16:49:22.604 | Info | '/transaction/getarea' | 
16:49:22.609 | Info | '/transaction/getpaymentmethods' | 
16:49:29.881 | Info | '/transaction/getcollection' | 
16:49:29.886 | Info | '/transaction/getcollection' | 
16:49:39.185 | Info | '/transaction/getcollection' | 
17:01:10.624 | Info | '/api/user/login' | 
17:01:10.793 | Info | '/transaction/getuserpermissions' | 
17:01:10.812 | Info | '/transaction/myprofile' | 
17:01:10.814 | Info | '/transaction/getuserpermissions' | 
17:01:10.819 | Info | '/transaction/mycollections' | 
17:01:10.817 | Info | '/transaction/myrequests' | 
17:01:10.826 | Info | '/transaction/myprofile' | 
17:01:10.832 | Info | '/transaction/myrequests' | 
17:01:10.834 | Info | '/transaction/mycollections' | 
17:01:10.842 | Info | '/transaction/myprofile' | 
17:01:10.856 | Info | '/transaction/myprofile' | 
17:01:14.283 | Info | '/transaction/getarea' | 
17:01:14.285 | Info | '/transaction/getpaymentmethods' | 
17:01:14.292 | Info | '/transaction/getarea' | 
17:01:14.295 | Info | '/transaction/getpaymentmethods' | 
17:01:16.738 | Info | '/transaction/getcollection' | 
17:01:16.743 | Info | '/transaction/getcollection' | 
